group,location_n_event,count,day
0-17,BX_HOSPITALIZED_RATE,43.64,2020-06-01
0-17,BX_DEATH_RATE,1.42,2020-06-01
0-17,MN_CASE_COUNT,420,2020-06-01
0-17,MN_HOSPITALIZED_COUNT,58,2020-06-01
0-17,MN_DEATH_COUNT,1,2020-06-01
0-17,MN_CASE_RATE,180.63,2020-06-01
0-17,MN_HOSPITALIZED_RATE,24.94,2020-06-01
0-17,MN_DEATH_RATE,0.43,2020-06-01
0-17,QN_CASE_COUNT,1431,2020-06-01
0-17,QN_HOSPITALIZED_COUNT,115,2020-06-01
0-17,QN_DEATH_COUNT,2,2020-06-01
0-17,QN_CASE_RATE,314.51,2020-06-01
0-17,QN_HOSPITALIZED_RATE,25.28,2020-06-01
0-17,QN_DEATH_RATE,0.44,2020-06-01
0-17,SI_CASE_COUNT,399,2020-06-01
0-17,SI_HOSPITALIZED_COUNT,26,2020-06-01
0-17,SI_DEATH_COUNT,0,2020-06-01
0-17,SI_CASE_RATE,385.81,2020-06-01
0-17,SI_HOSPITALIZED_RATE,25.14,2020-06-01
0-17,SI_DEATH_RATE,0,2020-06-01
18-44,BK_CASE_COUNT,19946,2020-06-01
18-44,BK_HOSPITALIZED_COUNT,2137,2020-06-01
18-44,BK_DEATH_COUNT,190,2020-06-01
18-44,BK_CASE_RATE,1900.49,2020-06-01
18-44,BK_HOSPITALIZED_RATE,203.62,2020-06-01
18-44,BK_DEATH_RATE,18.1,2020-06-01
18-44,BX_CASE_COUNT,16846,2020-06-01
18-44,BX_HOSPITALIZED_COUNT,2026,2020-06-01
18-44,BX_DEATH_COUNT,156,2020-06-01
18-44,BX_CASE_RATE,3031.66,2020-06-01
18-44,BX_HOSPITALIZED_RATE,364.61,2020-06-01
18-44,BX_DEATH_RATE,28.07,2020-06-01
18-44,MN_CASE_COUNT,8818,2020-06-01
18-44,MN_HOSPITALIZED_COUNT,1015,2020-06-01
18-44,MN_DEATH_COUNT,53,2020-06-01
18-44,MN_CASE_RATE,1186.13,2020-06-01
18-44,MN_HOSPITALIZED_RATE,136.53,2020-06-01
18-44,MN_DEATH_RATE,7.13,2020-06-01
18-44,QN_CASE_COUNT,22617,2020-06-01
18-44,QN_HOSPITALIZED_COUNT,2601,2020-06-01
18-44,QN_DEATH_COUNT,225,2020-06-01
18-44,QN_CASE_RATE,2639.83,2020-06-01
18-44,QN_HOSPITALIZED_RATE,303.59,2020-06-01
18-44,QN_DEATH_RATE,26.26,2020-06-01
18-44,SI_CASE_COUNT,5297,2020-06-01
18-44,SI_HOSPITALIZED_COUNT,319,2020-06-01
18-44,SI_DEATH_COUNT,31,2020-06-01
18-44,SI_CASE_RATE,3223.71,2020-06-01
18-44,SI_HOSPITALIZED_RATE,194.14,2020-06-01
18-44,SI_DEATH_RATE,18.87,2020-06-01
45-64,BK_CASE_COUNT,19169,2020-06-01
45-64,BK_HOSPITALIZED_COUNT,4471,2020-06-01
45-64,BK_DEATH_COUNT,1152,2020-06-01
45-64,BK_CASE_RATE,3243.79,2020-06-01
45-64,BK_HOSPITALIZED_RATE,756.58,2020-06-01
45-64,BK_DEATH_RATE,194.94,2020-06-01
45-64,BX_CASE_COUNT,16968,2020-06-01
45-64,BX_HOSPITALIZED_COUNT,4106,2020-06-01
45-64,BX_DEATH_COUNT,877,2020-06-01
45-64,BX_CASE_RATE,4987.33,2020-06-01
45-64,BX_HOSPITALIZED_RATE,1206.86,2020-06-01
45-64,BX_DEATH_RATE,257.77,2020-06-01
45-64,MN_CASE_COUNT,8224,2020-06-01
45-64,MN_HOSPITALIZED_COUNT,2323,2020-06-01
45-64,MN_DEATH_COUNT,341,2020-06-01
45-64,MN_CASE_RATE,2142.5,2020-06-01
45-64,MN_HOSPITALIZED_RATE,605.18,2020-06-01
45-64,MN_DEATH_RATE,88.84,2020-06-01
45-64,QN_CASE_COUNT,23393,2020-06-01
45-64,QN_HOSPITALIZED_COUNT,5928,2020-06-01
45-64,QN_DEATH_COUNT,1240,2020-06-01
45-64,QN_CASE_RATE,3837.2,2020-06-01
45-64,QN_HOSPITALIZED_RATE,972.38,2020-06-01
45-64,QN_DEATH_RATE,203.4,2020-06-01
45-64,SI_CASE_COUNT,5155,2020-06-01
45-64,SI_HOSPITALIZED_COUNT,808,2020-06-01
45-64,SI_DEATH_COUNT,171,2020-06-01
45-64,SI_CASE_RATE,3923.34,2020-06-01
45-64,SI_HOSPITALIZED_RATE,614.95,2020-06-01
45-64,SI_DEATH_RATE,130.14,2020-06-01
65-74,BK_CASE_COUNT,7712,2020-06-01
65-74,BK_HOSPITALIZED_COUNT,3372,2020-06-01
65-74,BK_DEATH_COUNT,1319,2020-06-01
65-74,BK_CASE_RATE,3773.2,2020-06-01
65-74,BK_HOSPITALIZED_RATE,1649.8,2020-06-01
65-74,BK_DEATH_RATE,645.34,2020-06-01
65-74,BX_CASE_COUNT,5208,2020-06-01
65-74,BX_HOSPITALIZED_COUNT,2576,2020-06-01
65-74,BX_DEATH_COUNT,924,2020-06-01
65-74,BX_CASE_RATE,5105.18,2020-06-01
65-74,BX_HOSPITALIZED_RATE,2525.14,2020-06-01
65-74,BX_DEATH_RATE,905.76,2020-06-01
65-74,MN_CASE_COUNT,3426,2020-06-01
65-74,MN_HOSPITALIZED_COUNT,1707,2020-06-01
65-74,MN_DEATH_COUNT,534,2020-06-01
65-74,MN_CASE_RATE,2341.11,2020-06-01
65-74,MN_HOSPITALIZED_RATE,1166.45,2020-06-01
65-74,MN_DEATH_RATE,364.9,2020-06-01
65-74,QN_CASE_COUNT,7181,2020-06-01
65-74,QN_HOSPITALIZED_COUNT,3473,2020-06-01
65-74,QN_DEATH_COUNT,1249,2020-06-01
65-74,QN_CASE_RATE,3572.83,2020-06-01
65-74,QN_HOSPITALIZED_RATE,1727.96,2020-06-01
65-74,QN_DEATH_RATE,621.43,2020-06-01
65-74,SI_CASE_COUNT,1343,2020-06-01
65-74,SI_HOSPITALIZED_COUNT,491,2020-06-01
65-74,SI_DEATH_COUNT,189,2020-06-01
65-74,SI_CASE_RATE,2959.13,2020-06-01
65-74,SI_HOSPITALIZED_RATE,1081.86,2020-06-01
65-74,SI_DEATH_RATE,416.44,2020-06-01
75+,BK_CASE_COUNT,6815,2020-06-01
75+,BK_HOSPITALIZED_COUNT,4061,2020-06-01
75+,BK_DEATH_COUNT,2457,2020-06-01
75+,BK_CASE_RATE,4400.83,2020-06-01
75+,BK_HOSPITALIZED_RATE,2622.42,2020-06-01
75+,BK_DEATH_RATE,1586.63,2020-06-01
75+,BX_CASE_COUNT,4667,2020-06-01
75+,BX_HOSPITALIZED_COUNT,2902,2020-06-01
75+,BX_DEATH_COUNT,1606,2020-06-01
75+,BX_CASE_RATE,5736.16,2020-06-01
75+,BX_HOSPITALIZED_RATE,3566.82,2020-06-01
75+,BX_DEATH_RATE,1973.92,2020-06-01
75+,MN_CASE_COUNT,4120,2020-06-01
75+,MN_HOSPITALIZED_COUNT,2570,2020-06-01
75+,MN_DEATH_COUNT,1371,2020-06-01
75+,MN_CASE_RATE,3361.59,2020-06-01
75+,MN_HOSPITALIZED_RATE,2096.92,2020-06-01
75+,MN_DEATH_RATE,1118.63,2020-06-01
75+,QN_CASE_COUNT,6666,2020-06-01
75+,QN_HOSPITALIZED_COUNT,4270,2020-06-01
75+,QN_DEATH_COUNT,2344,2020-06-01
75+,QN_CASE_RATE,4258.66,2020-06-01
75+,QN_HOSPITALIZED_RATE,2727.95,2020-06-01
75+,QN_DEATH_RATE,1497.5,2020-06-01
75+,SI_CASE_COUNT,1212,2020-06-01
75+,SI_HOSPITALIZED_COUNT,631,2020-06-01
75+,SI_DEATH_COUNT,429,2020-06-01
75+,SI_CASE_RATE,3827.21,2020-06-01
75+,SI_HOSPITALIZED_RATE,1992.55,2020-06-01
75+,SI_DEATH_RATE,1354.68,2020-06-01
Boroughwide,BK_CASE_COUNT,55421,2020-06-01
Boroughwide,BK_HOSPITALIZED_COUNT,14205,2020-06-01
Boroughwide,BK_DEATH_COUNT,5121,2020-06-01
Boroughwide,BK_CASE_RATE,2145.75,2020-06-01
Boroughwide,BK_HOSPITALIZED_RATE,549.98,2020-06-01
Boroughwide,BK_DEATH_RATE,198.27,2020-06-01
Boroughwide,BX_CASE_COUNT,45428,2020-06-01
Boroughwide,BX_HOSPITALIZED_COUNT,11765,2020-06-01
Boroughwide,BX_DEATH_COUNT,3568,2020-06-01
Boroughwide,BX_CASE_RATE,3172.05,2020-06-01
Boroughwide,BX_HOSPITALIZED_RATE,821.5,2020-06-01
Boroughwide,BX_DEATH_RATE,249.14,2020-06-01
Boroughwide,MN_CASE_COUNT,25092,2020-06-01
Boroughwide,MN_HOSPITALIZED_COUNT,7673,2020-06-01
Boroughwide,MN_DEATH_COUNT,2300,2020-06-01
Boroughwide,MN_CASE_RATE,1540.61,2020-06-01
Boroughwide,MN_HOSPITALIZED_RATE,471.11,2020-06-01
Boroughwide,MN_DEATH_RATE,141.22,2020-06-01
Boroughwide,QN_CASE_COUNT,61372,2020-06-01
Boroughwide,QN_HOSPITALIZED_COUNT,16387,2020-06-01
Boroughwide,QN_DEATH_COUNT,5060,2020-06-01
Boroughwide,QN_CASE_RATE,2693.05,2020-06-01
Boroughwide,QN_HOSPITALIZED_RATE,719.07,2020-06-01
Boroughwide,QN_DEATH_RATE,222.04,2020-06-01
Boroughwide,SI_CASE_COUNT,13414,2020-06-01
Boroughwide,SI_HOSPITALIZED_COUNT,2275,2020-06-01
Boroughwide,SI_DEATH_COUNT,820,2020-06-01
Boroughwide,SI_CASE_RATE,2817.01,2020-06-01
Boroughwide,SI_HOSPITALIZED_RATE,477.76,2020-06-01
Boroughwide,SI_DEATH_RATE,172.2,2020-06-01
0-17,BK_CASE_COUNT,1687,2020-06-02
0-17,BK_HOSPITALIZED_COUNT,164,2020-06-02
0-17,BK_DEATH_COUNT,3,2020-06-02
0-17,BK_CASE_RATE,289.31,2020-06-02
0-17,BK_HOSPITALIZED_RATE,28.12,2020-06-02
0-17,BK_DEATH_RATE,0.51,2020-06-02
0-17,BX_CASE_COUNT,1590,2020-06-02
0-17,BX_HOSPITALIZED_COUNT,154,2020-06-02
0-17,BX_DEATH_COUNT,5,2020-06-02
0-17,BX_CASE_RATE,450.6,2020-06-02
0-17,BX_HOSPITALIZED_RATE,43.64,2020-06-02
0-17,BX_DEATH_RATE,1.42,2020-06-02
0-17,MN_CASE_COUNT,421,2020-06-02
0-17,MN_HOSPITALIZED_COUNT,58,2020-06-02
0-17,MN_DEATH_COUNT,1,2020-06-02
0-17,MN_CASE_RATE,181.06,2020-06-02
0-17,MN_HOSPITALIZED_RATE,24.94,2020-06-02
0-17,MN_DEATH_RATE,0.43,2020-06-02
0-17,QN_CASE_COUNT,1436,2020-06-02
0-17,QN_HOSPITALIZED_COUNT,115,2020-06-02
0-17,QN_DEATH_COUNT,2,2020-06-02
0-17,QN_CASE_RATE,315.61,2020-06-02
0-17,QN_HOSPITALIZED_RATE,25.28,2020-06-02
0-17,QN_DEATH_RATE,0.44,2020-06-02
0-17,SI_CASE_COUNT,399,2020-06-02
0-17,SI_HOSPITALIZED_COUNT,26,2020-06-02
0-17,SI_DEATH_COUNT,0,2020-06-02
0-17,SI_CASE_RATE,385.81,2020-06-02
0-17,SI_HOSPITALIZED_RATE,25.14,2020-06-02
0-17,SI_DEATH_RATE,0,2020-06-02
18-44,BK_CASE_COUNT,19977,2020-06-02
18-44,BK_HOSPITALIZED_COUNT,2150,2020-06-02
18-44,BK_DEATH_COUNT,191,2020-06-02
18-44,BK_CASE_RATE,1903.45,2020-06-02
18-44,BK_HOSPITALIZED_RATE,204.86,2020-06-02
18-44,BK_DEATH_RATE,18.2,2020-06-02
18-44,BX_CASE_COUNT,16870,2020-06-02
18-44,BX_HOSPITALIZED_COUNT,2025,2020-06-02
18-44,BX_DEATH_COUNT,156,2020-06-02
18-44,BX_CASE_RATE,3035.98,2020-06-02
18-44,BX_HOSPITALIZED_RATE,364.43,2020-06-02
18-44,BX_DEATH_RATE,28.07,2020-06-02
18-44,MN_CASE_COUNT,8836,2020-06-02
18-44,MN_HOSPITALIZED_COUNT,1024,2020-06-02
18-44,MN_DEATH_COUNT,53,2020-06-02
18-44,MN_CASE_RATE,1188.55,2020-06-02
18-44,MN_HOSPITALIZED_RATE,137.74,2020-06-02
18-44,MN_DEATH_RATE,7.13,2020-06-02
18-44,QN_CASE_COUNT,22662,2020-06-02
18-44,QN_HOSPITALIZED_COUNT,2609,2020-06-02
18-44,QN_DEATH_COUNT,224,2020-06-02
18-44,QN_CASE_RATE,2645.08,2020-06-02
18-44,QN_HOSPITALIZED_RATE,304.52,2020-06-02
18-44,QN_DEATH_RATE,26.15,2020-06-02
18-44,SI_CASE_COUNT,5306,2020-06-02
18-44,SI_HOSPITALIZED_COUNT,320,2020-06-02
18-44,SI_DEATH_COUNT,31,2020-06-02
18-44,SI_CASE_RATE,3229.18,2020-06-02
18-44,SI_HOSPITALIZED_RATE,194.75,2020-06-02
18-44,SI_DEATH_RATE,18.87,2020-06-02
45-64,BK_CASE_COUNT,19203,2020-06-02
45-64,BK_HOSPITALIZED_COUNT,4471,2020-06-02
45-64,BK_DEATH_COUNT,1152,2020-06-02
45-64,BK_CASE_RATE,3249.54,2020-06-02
45-64,BK_HOSPITALIZED_RATE,756.58,2020-06-02
45-64,BK_DEATH_RATE,194.94,2020-06-02
45-64,BX_CASE_COUNT,16989,2020-06-02
45-64,BX_HOSPITALIZED_COUNT,4103,2020-06-02
45-64,BX_DEATH_COUNT,876,2020-06-02
45-64,BX_CASE_RATE,4993.5,2020-06-02
45-64,BX_HOSPITALIZED_RATE,1205.98,2020-06-02
45-64,BX_DEATH_RATE,257.48,2020-06-02
45-64,MN_CASE_COUNT,8240,2020-06-02
45-64,MN_HOSPITALIZED_COUNT,2332,2020-06-02
45-64,MN_DEATH_COUNT,341,2020-06-02
45-64,MN_CASE_RATE,2146.67,2020-06-02
45-64,MN_HOSPITALIZED_RATE,607.53,2020-06-02
45-64,MN_DEATH_RATE,88.84,2020-06-02
45-64,QN_CASE_COUNT,23424,2020-06-02
45-64,QN_HOSPITALIZED_COUNT,5946,2020-06-02
45-64,QN_DEATH_COUNT,1243,2020-06-02
45-64,QN_CASE_RATE,3842.28,2020-06-02
45-64,QN_HOSPITALIZED_RATE,975.33,2020-06-02
45-64,QN_DEATH_RATE,203.89,2020-06-02
45-64,SI_CASE_COUNT,5157,2020-06-02
45-64,SI_HOSPITALIZED_COUNT,810,2020-06-02
45-64,SI_DEATH_COUNT,170,2020-06-02
45-64,SI_CASE_RATE,3924.87,2020-06-02
45-64,SI_HOSPITALIZED_RATE,616.47,2020-06-02
45-64,SI_DEATH_RATE,129.38,2020-06-02
65-74,BK_CASE_COUNT,7722,2020-06-02
65-74,BK_HOSPITALIZED_COUNT,3376,2020-06-02
65-74,BK_DEATH_COUNT,1320,2020-06-02
65-74,BK_CASE_RATE,3778.09,2020-06-02
65-74,BK_HOSPITALIZED_RATE,1651.75,2020-06-02
65-74,BK_DEATH_RATE,645.83,2020-06-02
65-74,BX_CASE_COUNT,5208,2020-06-02
65-74,BX_HOSPITALIZED_COUNT,2572,2020-06-02
65-74,BX_DEATH_COUNT,924,2020-06-02
65-74,BX_CASE_RATE,5105.18,2020-06-02
65-74,BX_HOSPITALIZED_RATE,2521.22,2020-06-02
65-74,BX_DEATH_RATE,905.76,2020-06-02
65-74,MN_CASE_COUNT,3430,2020-06-02
65-74,MN_HOSPITALIZED_COUNT,1720,2020-06-02
65-74,MN_DEATH_COUNT,534,2020-06-02
65-74,MN_CASE_RATE,2343.84,2020-06-02
65-74,MN_HOSPITALIZED_RATE,1175.34,2020-06-02
65-74,MN_DEATH_RATE,364.9,2020-06-02
65-74,QN_CASE_COUNT,7186,2020-06-02
65-74,QN_HOSPITALIZED_COUNT,3480,2020-06-02
65-74,QN_DEATH_COUNT,1249,2020-06-02
65-74,QN_CASE_RATE,3575.32,2020-06-02
65-74,QN_HOSPITALIZED_RATE,1731.44,2020-06-02
65-74,QN_DEATH_RATE,621.43,2020-06-02
65-74,SI_CASE_COUNT,1344,2020-06-02
65-74,SI_HOSPITALIZED_COUNT,491,2020-06-02
65-74,SI_DEATH_COUNT,189,2020-06-02
65-74,SI_CASE_RATE,2961.33,2020-06-02
65-74,SI_HOSPITALIZED_RATE,1081.86,2020-06-02
65-74,SI_DEATH_RATE,416.44,2020-06-02
75+,BK_CASE_COUNT,6831,2020-06-02
75+,BK_HOSPITALIZED_COUNT,4070,2020-06-02
75+,BK_DEATH_COUNT,2463,2020-06-02
75+,BK_CASE_RATE,4411.17,2020-06-02
75+,BK_HOSPITALIZED_RATE,2628.23,2020-06-02
75+,BK_DEATH_RATE,1590.5,2020-06-02
75+,BX_CASE_COUNT,4674,2020-06-02
75+,BX_HOSPITALIZED_COUNT,2902,2020-06-02
75+,BX_DEATH_COUNT,1607,2020-06-02
75+,BX_CASE_RATE,5744.77,2020-06-02
75+,BX_HOSPITALIZED_RATE,3566.82,2020-06-02
75+,BX_DEATH_RATE,1975.15,2020-06-02
75+,MN_CASE_COUNT,4120,2020-06-02
75+,MN_HOSPITALIZED_COUNT,2577,2020-06-02
75+,MN_DEATH_COUNT,1371,2020-06-02
75+,MN_CASE_RATE,3361.59,2020-06-02
75+,MN_HOSPITALIZED_RATE,2102.63,2020-06-02
75+,MN_DEATH_RATE,1118.63,2020-06-02
75+,QN_CASE_COUNT,6675,2020-06-02
75+,QN_HOSPITALIZED_COUNT,4288,2020-06-02
75+,QN_DEATH_COUNT,2344,2020-06-02
75+,QN_CASE_RATE,4264.41,2020-06-02
75+,QN_HOSPITALIZED_RATE,2739.45,2020-06-02
75+,QN_DEATH_RATE,1497.5,2020-06-02
75+,SI_CASE_COUNT,1212,2020-06-02
75+,SI_HOSPITALIZED_COUNT,631,2020-06-02
75+,SI_DEATH_COUNT,431,2020-06-02
75+,SI_CASE_RATE,3827.21,2020-06-02
75+,SI_HOSPITALIZED_RATE,1992.55,2020-06-02
75+,SI_DEATH_RATE,1361,2020-06-02
Boroughwide,BK_CASE_COUNT,55519,2020-06-02
Boroughwide,BK_HOSPITALIZED_COUNT,14231,2020-06-02
Boroughwide,BK_DEATH_COUNT,5129,2020-06-02
Boroughwide,BK_CASE_RATE,2149.54,2020-06-02
Boroughwide,BK_HOSPITALIZED_RATE,550.98,2020-06-02
Boroughwide,BK_DEATH_RATE,198.58,2020-06-02
Boroughwide,BX_CASE_COUNT,45480,2020-06-02
Boroughwide,BX_HOSPITALIZED_COUNT,11756,2020-06-02
Boroughwide,BX_DEATH_COUNT,3568,2020-06-02
Boroughwide,BX_CASE_RATE,3175.68,2020-06-02
Boroughwide,BX_HOSPITALIZED_RATE,820.87,2020-06-02
Boroughwide,BX_DEATH_RATE,249.14,2020-06-02
Boroughwide,MN_CASE_COUNT,25131,2020-06-02
Boroughwide,MN_HOSPITALIZED_COUNT,7711,2020-06-02
Boroughwide,MN_DEATH_COUNT,2300,2020-06-02
Boroughwide,MN_CASE_RATE,1543.01,2020-06-02
Boroughwide,MN_HOSPITALIZED_RATE,473.44,2020-06-02
Boroughwide,MN_DEATH_RATE,141.22,2020-06-02
Boroughwide,QN_CASE_COUNT,61467,2020-06-02
Boroughwide,QN_HOSPITALIZED_COUNT,16438,2020-06-02
Boroughwide,QN_DEATH_COUNT,5062,2020-06-02
Boroughwide,QN_CASE_RATE,2697.22,2020-06-02
Boroughwide,QN_HOSPITALIZED_RATE,721.31,2020-06-02
Boroughwide,QN_DEATH_RATE,222.12,2020-06-02
Boroughwide,SI_CASE_COUNT,13426,2020-06-02
Boroughwide,SI_HOSPITALIZED_COUNT,2278,2020-06-02
Boroughwide,SI_DEATH_COUNT,821,2020-06-02
Boroughwide,SI_CASE_RATE,2819.53,2020-06-02
Boroughwide,SI_HOSPITALIZED_RATE,478.39,2020-06-02
Boroughwide,SI_DEATH_RATE,172.41,2020-06-02
0-17,BK_CASE_COUNT,1690,2020-06-03
0-17,BK_HOSPITALIZED_COUNT,158,2020-06-03
0-17,BK_DEATH_COUNT,3,2020-06-03
0-17,BK_CASE_RATE,289.82,2020-06-03
0-17,BK_HOSPITALIZED_RATE,27.1,2020-06-03
0-17,BK_DEATH_RATE,0.51,2020-06-03
0-17,BX_CASE_COUNT,1582,2020-06-03
0-17,BX_HOSPITALIZED_COUNT,141,2020-06-03
0-17,BX_DEATH_COUNT,5,2020-06-03
0-17,BX_CASE_RATE,448.33,2020-06-03
0-17,BX_HOSPITALIZED_RATE,39.96,2020-06-03
0-17,BX_DEATH_RATE,1.42,2020-06-03
0-17,MN_CASE_COUNT,425,2020-06-03
0-17,MN_HOSPITALIZED_COUNT,58,2020-06-03
0-17,MN_DEATH_COUNT,1,2020-06-03
0-17,MN_CASE_RATE,182.78,2020-06-03
0-17,MN_HOSPITALIZED_RATE,24.94,2020-06-03
0-17,MN_DEATH_RATE,0.43,2020-06-03
0-17,QN_CASE_COUNT,1442,2020-06-03
0-17,QN_HOSPITALIZED_COUNT,110,2020-06-03
0-17,QN_DEATH_COUNT,2,2020-06-03
0-17,QN_CASE_RATE,316.93,2020-06-03
0-17,QN_HOSPITALIZED_RATE,24.18,2020-06-03
0-17,QN_DEATH_RATE,0.44,2020-06-03
0-17,SI_CASE_COUNT,399,2020-06-03
0-17,SI_HOSPITALIZED_COUNT,24,2020-06-03
0-17,SI_DEATH_COUNT,0,2020-06-03
0-17,SI_CASE_RATE,385.81,2020-06-03
0-17,SI_HOSPITALIZED_RATE,23.21,2020-06-03
0-17,SI_DEATH_RATE,0,2020-06-03
18-44,BK_CASE_COUNT,20066,2020-06-03
18-44,BK_HOSPITALIZED_COUNT,2156,2020-06-03
18-44,BK_DEATH_COUNT,191,2020-06-03
18-44,BK_CASE_RATE,1911.93,2020-06-03
18-44,BK_HOSPITALIZED_RATE,205.43,2020-06-03
18-44,BK_DEATH_RATE,18.2,2020-06-03
18-44,BX_CASE_COUNT,16929,2020-06-03
18-44,BX_HOSPITALIZED_COUNT,2027,2020-06-03
18-44,BX_DEATH_COUNT,157,2020-06-03
18-44,BX_CASE_RATE,3046.59,2020-06-03
18-44,BX_HOSPITALIZED_RATE,364.79,2020-06-03
18-44,BX_DEATH_RATE,28.25,2020-06-03
18-44,MN_CASE_COUNT,8876,2020-06-03
18-44,MN_HOSPITALIZED_COUNT,1026,2020-06-03
18-44,MN_DEATH_COUNT,54,2020-06-03
18-44,MN_CASE_RATE,1193.93,2020-06-03
18-44,MN_HOSPITALIZED_RATE,138.01,2020-06-03
18-44,MN_DEATH_RATE,7.26,2020-06-03
18-44,QN_CASE_COUNT,22774,2020-06-03
18-44,QN_HOSPITALIZED_COUNT,2614,2020-06-03
18-44,QN_DEATH_COUNT,224,2020-06-03
18-44,QN_CASE_RATE,2658.16,2020-06-03
18-44,QN_HOSPITALIZED_RATE,305.1,2020-06-03
18-44,QN_DEATH_RATE,26.15,2020-06-03
18-44,SI_CASE_COUNT,5317,2020-06-03
18-44,SI_HOSPITALIZED_COUNT,320,2020-06-03
18-44,SI_DEATH_COUNT,31,2020-06-03
18-44,SI_CASE_RATE,3235.88,2020-06-03
18-44,SI_HOSPITALIZED_RATE,194.75,2020-06-03
18-44,SI_DEATH_RATE,18.87,2020-06-03
45-64,BK_CASE_COUNT,19279,2020-06-03
45-64,BK_HOSPITALIZED_COUNT,4472,2020-06-03
45-64,BK_DEATH_COUNT,1153,2020-06-03
45-64,BK_CASE_RATE,3262.4,2020-06-03
45-64,BK_HOSPITALIZED_RATE,756.75,2020-06-03
45-64,BK_DEATH_RATE,195.11,2020-06-03
45-64,BX_CASE_COUNT,17039,2020-06-03
45-64,BX_HOSPITALIZED_COUNT,4108,2020-06-03
45-64,BX_DEATH_COUNT,876,2020-06-03
45-64,BX_CASE_RATE,5008.2,2020-06-03
45-64,BX_HOSPITALIZED_RATE,1207.45,2020-06-03
45-64,BX_DEATH_RATE,257.48,2020-06-03
45-64,MN_CASE_COUNT,8278,2020-06-03
45-64,MN_HOSPITALIZED_COUNT,2332,2020-06-03
45-64,MN_DEATH_COUNT,342,2020-06-03
45-64,MN_CASE_RATE,2156.57,2020-06-03
45-64,MN_HOSPITALIZED_RATE,607.53,2020-06-03
45-64,MN_DEATH_RATE,89.1,2020-06-03
45-64,QN_CASE_COUNT,23497,2020-06-03
45-64,QN_HOSPITALIZED_COUNT,5947,2020-06-03
45-64,QN_DEATH_COUNT,1247,2020-06-03
45-64,QN_CASE_RATE,3854.25,2020-06-03
45-64,QN_HOSPITALIZED_RATE,975.5,2020-06-03
45-64,QN_DEATH_RATE,204.55,2020-06-03
45-64,SI_CASE_COUNT,5166,2020-06-03
45-64,SI_HOSPITALIZED_COUNT,810,2020-06-03
45-64,SI_DEATH_COUNT,171,2020-06-03
45-64,SI_CASE_RATE,3931.72,2020-06-03
45-64,SI_HOSPITALIZED_RATE,616.47,2020-06-03
45-64,SI_DEATH_RATE,130.14,2020-06-03
65-74,BK_CASE_COUNT,7746,2020-06-03
65-74,BK_HOSPITALIZED_COUNT,3379,2020-06-03
65-74,BK_DEATH_COUNT,1327,2020-06-03
65-74,BK_CASE_RATE,3789.83,2020-06-03
65-74,BK_HOSPITALIZED_RATE,1653.22,2020-06-03
65-74,BK_DEATH_RATE,649.25,2020-06-03
65-74,BX_CASE_COUNT,5218,2020-06-03
65-74,BX_HOSPITALIZED_COUNT,2575,2020-06-03
65-74,BX_DEATH_COUNT,925,2020-06-03
65-74,BX_CASE_RATE,5114.98,2020-06-03
65-74,BX_HOSPITALIZED_RATE,2524.16,2020-06-03
65-74,BX_DEATH_RATE,906.74,2020-06-03
65-74,MN_CASE_COUNT,3440,2020-06-03
65-74,MN_HOSPITALIZED_COUNT,1721,2020-06-03
65-74,MN_DEATH_COUNT,536,2020-06-03
65-74,MN_CASE_RATE,2350.67,2020-06-03
65-74,MN_HOSPITALIZED_RATE,1176.02,2020-06-03
65-74,MN_DEATH_RATE,366.27,2020-06-03
65-74,QN_CASE_COUNT,7204,2020-06-03
65-74,QN_HOSPITALIZED_COUNT,3480,2020-06-03
65-74,QN_DEATH_COUNT,1250,2020-06-03
65-74,QN_CASE_RATE,3584.28,2020-06-03
65-74,QN_HOSPITALIZED_RATE,1731.44,2020-06-03
65-74,QN_DEATH_RATE,621.92,2020-06-03
65-74,SI_CASE_COUNT,1346,2020-06-03
65-74,SI_HOSPITALIZED_COUNT,491,2020-06-03
65-74,SI_DEATH_COUNT,189,2020-06-03
65-74,SI_CASE_RATE,2965.74,2020-06-03
65-74,SI_HOSPITALIZED_RATE,1081.86,2020-06-03
65-74,SI_DEATH_RATE,416.44,2020-06-03
75+,BK_CASE_COUNT,6852,2020-06-03
75+,BK_HOSPITALIZED_COUNT,4074,2020-06-03
75+,BK_DEATH_COUNT,2470,2020-06-03
75+,BK_CASE_RATE,4424.73,2020-06-03
75+,BK_HOSPITALIZED_RATE,2630.81,2020-06-03
75+,BK_DEATH_RATE,1595.02,2020-06-03
75+,BX_CASE_COUNT,4682,2020-06-03
75+,BX_HOSPITALIZED_COUNT,2908,2020-06-03
75+,BX_DEATH_COUNT,1614,2020-06-03
75+,BX_CASE_RATE,5754.6,2020-06-03
75+,BX_HOSPITALIZED_RATE,3574.19,2020-06-03
75+,BX_DEATH_RATE,1983.75,2020-06-03
75+,MN_CASE_COUNT,4133,2020-06-03
75+,MN_HOSPITALIZED_COUNT,2578,2020-06-03
75+,MN_DEATH_COUNT,1372,2020-06-03
75+,MN_CASE_RATE,3372.2,2020-06-03
75+,MN_HOSPITALIZED_RATE,2103.44,2020-06-03
75+,MN_DEATH_RATE,1119.44,2020-06-03
75+,QN_CASE_COUNT,6682,2020-06-03
